API_WellNo,OpNo,CoName,Well_Nm,Well_Typ,Type,Wl_Status,Status,Wh_Sec,Wh_Twpn,Wh_Twpd,Wh_RngN,Wh_RngD,Wh_Qtr,Wh_FtNS,Wh_Ns,Wh_FtEW,Wh_EW,Slant,Reg_Field_No,Reg_Field,Stat_Field_No,Stat_Field,Dt_APD,Dt_Cmp,Elev_KB,DTD
25083225850000,118,Enerplus Resources USA Corporation,Peanut East-Elliott  14-14HID,OIL,Oil,PR,Producing,14,24,N,57,E, SE SW,400.0,S,1950.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-12-15 00:00:00,2007-04-17 00:00:00,2520.0,14694.0
25085217780000,882,"Grayson Mill Operating, LLC",Crusch 12-1  1H,OIL,Oil,PR,Producing,12,28,N,58,E, SW SE,300.0,S,1400.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-09-08 00:00:00,2012-03-18 00:00:00,2295.0,20172.0
25091219270000,696,"Vaalco Energy (USA), Inc.",Bolke  11-01H,OIL,Oil,AX,P&A - Approved,11,37,N,56,E, NE NE,350.0,N,350.0,E,H,11091,Salt Lake,8000,Salt Lake,2012-08-03 00:00:00,2012-11-19 00:00:00,2255.0,11754.0
25083219120000,118,Enerplus Resources USA Corporation,Natasha-McMillen  35-16-H,OIL,Oil,PR,Producing,35,24,N,57,E, SE SE,470.0,S,575.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2001-11-06 00:00:00,2002-01-15 00:00:00,2345.0,13752.0
25025222380000,664,"Denbury Onshore, LLC",ELOB  33A-1SH 660,OIL,Oil,PR,Producing,1,6,N,60,E, NW SE,2501.0,S,1771.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2003-05-05 00:00:00,2003-08-26 00:00:00,2998.0,14310.0
25083227450000,650,"MBI Oil and Gas, LLC",Daniella  1-32H,OIL,Oil,PR,Producing,32,25,N,59,E, SE SW,350.0,S,1550.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2008-03-11 00:00:00,2008-05-31 00:00:00,2193.0,15343.0
25083228460000,2322,"EOG Resources, Inc.",Leo  2-18H,OIL,Oil,SI,Shut In,18,25,N,53,E, NW NW,1070.0,N,250.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2010-06-20 00:00:00,2010-11-07 00:00:00,2356.0,13757.0
25101238430000,798,"D & H Energy, LLC",Suphellen  4,OIL,Oil,PR,Producing,5,34,N,1,E, NW NE,330.0,N,1980.0,E,H,4810,"Kevin, East Nisku Oil",4810,"Kevin, East Nisku Oil",1998-06-15 00:00:00,1998-08-12 00:00:00,,4535.0
25083222500000,779,"White Rock Oil & Gas, LLC",Charlie Creek  2-23H,OIL,Oil,PR,Producing,23,25,N,54,E, NW NE,500.0,N,2100.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-12-10 00:00:00,2005-04-03 00:00:00,2288.0,13975.0
25083218940000,118,Enerplus Resources USA Corporation,Burning Tree Vaira  5-2H,OIL,Oil,PR,Producing,5,24,N,55,E, W2 E2,660.0,S,2696.0,W,H,8660,Elm Coulee,2930,Elm Coulee,2001-03-09 00:00:00,2001-08-15 00:00:00,2440.0,12970.0
25021050590000,664,"Denbury Onshore, LLC",Gas City A  11-22,OIL,Oil,PR,Producing,22,14,N,55,E, NW NW,531.0,N,591.0,W,H,3620,Gas City,3620,Gas City,1955-11-02 00:00:00,1956-02-07 00:00:00,2483.0,13220.0
25083233620000,727,"Kraken Operating, LLC",Fletch  5-8 #5H,OIL,Oil,PR,Producing,32,26,N,59,E, SE SW,355.0,S,2427.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-10-12 00:00:00,2019-04-04 00:00:00,2103.0,20775.0
25083227610000,1550,Continental Resources Inc,Ardelle  3-10H,OIL,Oil,PR,Producing,10,23,N,55,E, NE NW,300.0,N,2400.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-05-28 00:00:00,2008-07-15 00:00:00,2537.0,19425.0
25083226470000,1550,Continental Resources Inc,Reimann  2-23H,OIL,Oil,PR,Producing,23,23,N,55,E, NE NE,600.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-05-29 00:00:00,2011-10-07 00:00:00,2457.0,19165.0
25085217810000,882,"Grayson Mill Operating, LLC",Swindle 16-9  1-H,OIL,Oil,PR,Producing,16,28,N,57,E, SW SW,250.0,S,1040.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-10-12 00:00:00,2011-02-02 00:00:00,,19345.0
25083227000000,118,Enerplus Resources USA Corporation,Snydley-Kids  13-15HLID3,OIL,Oil,PR,Producing,13,24,N,54,E, SW SE,290.0,S,2480.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-10-16 00:00:00,2008-02-04 00:00:00,2443.0,19390.0
25085218860000,533,Oasis Petroleum North America LLC,M&M T 2958  13-26H,OIL,Oil,PR,Producing,26,29,N,58,E, NW NE,205.0,N,1770.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-09-24 00:00:00,2013-02-24 00:00:00,,20826.0
25083228800000,1550,Continental Resources Inc,Thelma  2-14H,OIL,Oil,PR,Producing,14,25,N,55,E, NE NE,250.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2011-04-01 00:00:00,2011-09-04 00:00:00,2317.0,19514.0
25083228620000,2322,"EOG Resources, Inc.",Ruffatto  3-3130H,OIL,Oil,PR,Producing,31,26,N,53,E, SE SW,300.0,S,2180.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2010-09-24 00:00:00,2011-01-30 00:00:00,2301.0,18573.0
25083224270000,5000,Burlington Resources Oil & Gas Company LP,BR  31-5H 27,OIL,Oil,PR,Producing,5,22,N,57,E, NW NE,400.0,N,2350.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-01-23 00:00:00,2006-04-08 00:00:00,2434.0,14945.0
25083225980000,580,XTO Energy Inc.,Irigoin State  11X-16,OIL,Oil,PR,Producing,16,25,N,54,E, NW NW,500.0,N,500.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-01-26 00:00:00,2007-08-07 00:00:00,2339.0,15416.0
25083232700000,1550,Continental Resources Inc,Bettsye  3-8H,OIL,Oil,PR,Producing,8,23,N,54,E, SW SW,300.0,S,1248.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2014-07-01 00:00:00,2014-10-20 00:00:00,2665.0,14717.0
25083230450000,533,Oasis Petroleum North America LLC,Dianne Federal 2658  42-22H,OIL,Oil,PR,Producing,22,26,N,58,E, SE SW,200.0,S,1770.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-08-23 00:00:00,2013-02-24 00:00:00,2258.0,20250.0
25083227780000,1550,Continental Resources Inc,Prevost  3-16H,OIL,Oil,PR,Producing,16,23,N,56,E, SW SE,250.0,S,2615.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2008-08-18 00:00:00,2008-10-13 00:00:00,2591.0,19844.0
25083228640000,1550,Continental Resources Inc,Herness  1-15H,OIL,Oil,PR,Producing,15,26,N,56,E, NE NW,145.0,N,2325.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-09-30 00:00:00,2011-03-02 00:00:00,2074.0,19028.0
25083223830000,1550,Continental Resources Inc,Marlys  1-34H,OIL,Oil,PR,Producing,34,23,N,56,E, NW NW,800.0,N,300.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-11-09 00:00:00,2006-04-07 00:00:00,2694.0,15139.0
25109211640000,664,"Denbury Onshore, LLC",South Pine  14X-24AH,OIL,Oil,PR,Producing,24,11,N,57,E, SW SW,385.0,S,1118.0,W,H,6760,Pine,6760,Pine,2006-01-11 00:00:00,2006-08-18 00:00:00,2675.0,13203.0
25083219060000,118,Enerplus Resources USA Corporation,Frostbite-Franz  5-14-H,OIL,Oil,PR,Producing,5,23,N,57,E, SE SW,562.0,S,2078.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2001-08-03 00:00:00,2001-10-04 00:00:00,2460.0,13855.0
25083221170000,118,Enerplus Resources USA Corporation,Peanut-Knapp  22-2H,OIL,Oil,PR,Producing,22,24,N,57,E, NW NE,420.0,N,2100.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-01-18 00:00:00,2004-06-30 00:00:00,2421.0,14660.0
25025217250000,1550,Continental Resources Inc,Buffalo Creek  1-9,OIL,Oil,PR,Producing,9,6,N,61,E, SE SE,1000.0,S,850.0,E,H,11025,Windy Ridge,9790,Windy Ridge,1998-02-05 00:00:00,1998-04-28 00:00:00,2914.0,14910.0
25083231230000,1550,Continental Resources Inc,Rognas-Barbara  HSU,OIL,Oil,PR,Producing,28,25,N,55,E, SE SE,260.0,S,440.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-03-05 00:00:00,2014-03-24 00:00:00,2330.0,20011.0
25083227530000,3680,"Petro-Hunt, LLC",Dotson  6A-1-1H,OIL,Oil,PR,Producing,6,22,N,57,E, NE NE,300.0,N,975.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2008-04-10 00:00:00,2008-09-28 00:00:00,2393.0,14210.0
25083222000000,6980,Slawson Exploration Company Inc,Mosquito  1-14H,OIL,Oil,PR,Producing,14,24,N,53,E, SW SE,275.0,S,1840.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-09-17 00:00:00,2004-11-03 00:00:00,2419.0,14343.0
25083231150000,404,Whiting Oil and Gas Corporation,Sundheim  31-2-1H,OIL,Oil,PR,Producing,2,25,N,57,E,  NE,280.0,N,2400.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-02-15 00:00:00,2013-07-05 00:00:00,2298.0,20950.0
25025225730000,664,"Denbury Onshore, LLC",Unit  14X-05H,OIL,Oil,SI,Shut In,5,5,N,61,E, SW SW,1290.0,S,660.0,W,H,5420,"Little Beaver, East",5420,"Little Beaver, East",2006-01-27 00:00:00,2006-05-23 00:00:00,2920.0,11696.0
25083219580000,118,Enerplus Resources USA Corporation,Whiplash-Thornton  15-14H,OIL,Oil,SI,Shut In,15,24,N,55,E, SE SW,300.0,S,1900.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2002-10-11 00:00:00,2003-01-15 00:00:00,2392.0,14174.0
25025230460000,1550,Continental Resources Inc,Husted  12-14SH,OIL,Oil,PR,Producing,14,6,N,61,E, SW NW,1700.0,N,235.0,E,H,1870,Windy Ridge,9790,Windy Ridge,2010-07-07 00:00:00,2011-12-20 00:00:00,2903.0,15253.0
25083231520000,1550,Continental Resources Inc,McHenry  1-35H,OIL,Oil,SI,Shut In,35,24,N,52,E, NE NW,295.0,N,1553.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2013-05-10 00:00:00,2013-11-10 00:00:00,,14070.0
25085218490000,882,"Grayson Mill Operating, LLC",Willard 19-18  1H,OIL,Oil,PR,Producing,30,28,N,59,E, NW NW,350.0,N,1214.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-03-01 00:00:00,2012-08-03 00:00:00,2070.0,20453.0
25083225690000,1550,Continental Resources Inc,Marla  2-35H,OIL,Oil,PR,Producing,35,24,N,55,E, SW SE,1250.0,S,2300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-11-16 00:00:00,2007-01-06 00:00:00,2618.0,16795.0
25091219290000,871,"D90 Energy, LLC",Jerde  10-1H-2,OIL,Oil,SI,Shut In,10,37,N,57,E, NE NE,730.0,N,230.0,E,H,11091,Flat Lake,3200,Flat Lake,2012-08-29 00:00:00,2013-04-24 00:00:00,2305.0,12274.0
25025230610000,1550,Continental Resources Inc,Merritt  13-27NH,OIL,Oil,PR,Producing,27,7,N,61,E, NW SW,1975.0,S,870.0,W,H,1870,Windy Ridge,9790,Windy Ridge,2011-04-05 00:00:00,2012-10-10 00:00:00,,13663.0
25085219380000,533,Oasis Petroleum North America LLC,Miller Girls Federal  2758 42-7H,OIL,Oil,PR,Producing,7,27,N,58,E, SE SW,200.0,S,2140.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-10-28 00:00:00,2013-12-15 00:00:00,2192.0,20500.0
25025218580000,664,"Denbury Onshore, LLC",ELOB  12-3NH760,EOR,"Injection, EOR",IA,Active Injection,3,7,N,60,E, SW NW,439.0,N,1243.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1999-09-10 00:00:00,1999-12-16 00:00:00,3064.0,14268.0
25083231190000,1550,Continental Resources Inc,Earl-Rita  HSU,OIL,Oil,PR,Producing,13,23,N,55,E, SE SE,250.0,S,253.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-02-22 00:00:00,2013-06-30 00:00:00,2512.0,20620.0
25085218480000,794,"Foundation Energy Management, LLC",Christoffersen  24-20TFH,OIL,Oil,AX,P&A - Approved,20,30,N,56,E, SE SW,345.0,S,1980.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-02-17 00:00:00,2012-06-15 00:00:00,2111.0,18906.0
25091218490000,5421,"Northern Oil Production, Inc.",Wexels  1N-23H,OIL,Oil,PR,Producing,23,36,N,52,E, NE NE,200.0,N,150.0,E,H,11091,Outlook,6560,Outlook,2007-10-05 00:00:00,2008-03-14 00:00:00,2438.0,10697.0
25083225420000,1550,Continental Resources Inc,Azalea  1-6H,OIL,Oil,PR,Producing,6,23,N,54,E, NE NE,350.0,N,350.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-09-08 00:00:00,2007-01-27 00:00:00,2414.0,14823.0
25091217410000,871,"D90 Energy, LLC",Ward  10H,OIL,Oil,PR,Producing,11,37,N,57,E, SW NW,1797.0,N,660.0,W,H,3200,Flat Lake,3200,Flat Lake,1998-01-26 00:00:00,1998-02-22 00:00:00,2313.0,10583.0
25083231940000,1550,Continental Resources Inc,Harris  1-20H,OIL,Oil,PR,Producing,20,26,N,53,E, NW SW,2220.0,S,265.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2013-09-20 00:00:00,2014-03-17 00:00:00,2303.0,18913.0
25083228490000,779,"White Rock Oil & Gas, LLC",Marlin  14-8H,OIL,Oil,PR,Producing,8,23,N,57,E, SE SW,209.0,S,2500.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2010-07-13 00:00:00,2010-10-11 00:00:00,,14608.0
25091217690000,871,"D90 Energy, LLC",WFLNU Jerde  4H,OIL,Oil,PR,Producing,15,37,N,57,E, SE NW,1958.0,N,1784.0,W,H,3200,Flat Lake,3200,Flat Lake,2001-10-01 00:00:00,2001-11-09 00:00:00,2237.0,10976.0
25083224750000,1550,Continental Resources Inc,Hill  2-1H,OIL,Oil,PR,Producing,1,23,N,55,E, NW NE,650.0,N,2300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-18 00:00:00,2006-06-26 00:00:00,2651.0,16108.0
25025219900000,664,"Denbury Onshore, LLC",ELOB  11-7SH 661,OIL,Oil,PR,Producing,7,6,N,61,E, NW NW,950.0,N,550.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2001-06-15 00:00:00,2001-11-14 00:00:00,2966.0,13867.0
25083228350000,1550,Continental Resources Inc,Winters  3-35H,OIL,Oil,PR,Producing,35,24,N,53,E, SE SW,325.0,S,2445.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2010-04-01 00:00:00,2010-06-13 00:00:00,2497.0,19011.0
25083233470000,727,"Kraken Operating, LLC",Fletch 5-8  #1H,OIL,Oil,PR,Producing,33,26,N,59,E,SW SW ,425.0,S,243.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2015-09-11 00:00:00,2018-01-30 00:00:00,2198.0,20895.0
25025217220000,664,"Denbury Onshore, LLC",ELOB  32-29NH,EOR,"Injection, EOR",IA,Active Injection,29,7,N,61,E, SW NE,2620.0,N,2620.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1998-01-26 00:00:00,1998-06-13 00:00:00,3016.0,15350.0
25025215500000,664,"Denbury Onshore, LLC",Unit  42-14H,OIL,Oil,PR,Producing,14,4,N,61,E, SE NE,1879.0,N,587.0,E,H,5400,Little Beaver,5400,Little Beaver,1995-01-24 00:00:00,1995-04-28 00:00:00,3103.0,12255.0
25025217060000,664,"Denbury Onshore, LLC",Mystery Creek  14-23H,OIL,Oil,PR,Producing,23,9,N,58,E, SW SW,650.0,S,510.0,W,H,6220,Monarch,6220,Monarch,1997-11-17 00:00:00,1998-10-24 00:00:00,3039.0,14473.0
25083232530000,1550,Continental Resources Inc,Karen  2-10H,OIL,Oil,PR,Producing,10,23,N,54,E, NE NE,300.0,N,1298.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2014-04-17 00:00:00,2014-08-07 00:00:00,2663.0,14625.0
25083226180000,5000,Burlington Resources Oil & Gas Company LP,BR  11-21H 35,OIL,Oil,PR,Producing,21,23,N,55,E, NW NW,400.0,N,400.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-02-27 00:00:00,2007-06-20 00:00:00,2546.0,15799.0
25025227090000,664,"Denbury Onshore, LLC",Unit  34X-20BH,OIL,Oil,PR,Producing,20,7,N,60,E, SW SE,30.0,S,2635.0,E,H,5700,Pennel,6680,Pennel,2006-12-20 00:00:00,2007-06-26 00:00:00,2992.0,12014.0
25021211840000,3680,"Petro-Hunt, LLC",Boje Farms 19-54  17D-20-1H,OIL,Oil,PR,Producing,17,19,N,54,E, SE SE,275.0,S,660.0,E,H,11021,"Bloomfield, South",962,"Bloomfield, South",2010-08-12 00:00:00,2011-02-23 00:00:00,2591.0,14661.0
25083222480000,580,XTO Energy Inc.,Carda  21X-35,OIL,Oil,PR,Producing,35,25,N,53,E, NE NW,300.0,N,1670.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-12-07 00:00:00,2005-02-09 00:00:00,2291.0,14248.0
25083229590000,533,Oasis Petroleum North America LLC,Otis 2658  43-23H,OIL,Oil,PR,Producing,23,26,N,58,E, SW SE,200.0,S,2550.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-03-07 00:00:00,2012-11-04 00:00:00,2246.0,20570.0
25105214590000,397,"Helis Oil and Gas Company, LLC",Evaline  1-18,OIL,Oil,AX,P&A - Approved,18,30,N,45,E, NE NW,62.0,N,1609.0,W,H,11105,Midfork,6070,Midfork,2002-08-23 00:00:00,2002-12-28 00:00:00,2674.0,7110.0
25083223680000,6980,Slawson Exploration Company Inc,Hound Dog State  1-36H,OIL,Oil,PR,Producing,36,24,N,53,E, NW NW,400.0,N,350.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-09-29 00:00:00,2006-03-30 00:00:00,2344.0,15231.0
25083223760000,118,Enerplus Resources USA Corporation,Whiplash-Ross  15-2H,OIL,Oil,PR,Producing,15,24,N,55,E, NW NE,280.0,N,2090.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-10-20 00:00:00,2006-04-05 00:00:00,,14295.0
25025219880000,664,"Denbury Onshore, LLC",ELOB Unit  44-1SH 660,OIL,Oil,PR,Producing,1,6,N,60,E, SE SE,150.0,S,900.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2001-06-15 00:00:00,2001-09-25 00:00:00,2996.0,13420.0
25091218050000,871,"D90 Energy, LLC",NGLU  16-28H,OIL,Oil,SI,Shut In,28,36,N,58,E, SE SE,557.0,S,757.0,E,H,3820,Goose Lake,3820,Goose Lake,2005-05-27 00:00:00,2005-09-07 00:00:00,2129.0,9349.0
25085218660000,2322,"EOG Resources, Inc.",Highline  02-0904H,OIL,Oil,PR,Producing,9,29,N,59,E, SW SE,261.0,S,722.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-05-31 00:00:00,2013-01-28 00:00:00,,20289.0
25035218790000,662,Synergy Offshore LLC,Armstrong  2-14H,OIL,Oil,PR,Producing,14,33,N,6,W, NE SW,1958.0,S,2357.0,W,H,2400,Cut Bank,2400,Cut Bank,1993-03-31 00:00:00,1993-06-28 00:00:00,,5736.0
25085216950000,404,Whiting Oil and Gas Corporation,Berwick  14B-2-1H,OIL,Oil,AU,Abandoned - Unapproved,14,28,N,58,E, NW NW,575.0,N,425.0,W,H,11085,"Bainville, North",360,"Bainville, North",2005-09-28 00:00:00,2005-12-16 00:00:00,2144.0,14225.0
25083230240000,404,Whiting Oil and Gas Corporation,Kittleson Federal  24-24-1H,OIL,Oil,PR,Producing,24,26,N,57,E, SE SW,583.0,S,1545.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-07-10 00:00:00,2012-12-09 00:00:00,2173.0,19135.0
25083230260000,1550,Continental Resources Inc,Lewis  1-13H,OIL,Oil,PR,Producing,13,26,N,56,E, NW NE,215.0,N,2030.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-07-11 00:00:00,2012-10-15 00:00:00,2234.0,19613.0
25083231560000,1550,Continental Resources Inc,Charlotte Federal  3-11H,OIL,Oil,PR,Producing,11,25,N,52,E, NW NE,260.0,N,2390.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-05-10 00:00:00,2014-03-31 00:00:00,,18978.0
25083225880000,5000,Burlington Resources Oil & Gas Company LP,BR  31-14H 54,OIL,Oil,PR,Producing,14,25,N,54,E, NW NE,200.0,N,2200.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-12-19 00:00:00,2007-03-23 00:00:00,2300.0,15180.0
25083227370000,118,Enerplus Resources USA Corporation,Stockade-Jayla  32-3-HID3,OIL,Oil,PR,Producing,32,25,N,54,E, NE NW,250.0,N,1731.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-02-22 00:00:00,2009-01-11 00:00:00,2404.0,14120.0
25095212790000,849,"Midway Energy, LLC",ECA Federal  2-H,OIL,Oil,PR,Producing,14,6,S,17,E, NW SE,1645.0,S,1606.0,E,H,11095,Mackay Dome,5800,Mackay Dome,2012-03-13 00:00:00,2012-09-07 00:00:00,5956.0,7214.0
25085217720000,2322,"EOG Resources, Inc.",Diamond  2-3625H,OIL,Oil,PR,Producing,36,29,N,56,E, SE SE,640.0,S,640.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-08-13 00:00:00,2012-03-28 00:00:00,2300.0,19120.0
25083229470000,1550,Continental Resources Inc,Cooper  1-10H,OIL,Oil,PR,Producing,10,26,N,53,E, NE NW,525.0,N,1820.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-02-23 00:00:00,2012-12-31 00:00:00,2269.0,18778.0
25083230550000,404,Whiting Oil and Gas Corporation,Christiansen  34-11-1H,OIL,Oil,PR,Producing,11,25,N,58,E, SW SE,225.0,S,1880.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-10-02 00:00:00,2013-02-18 00:00:00,2145.0,21120.0
25083223140000,118,Enerplus Resources USA Corporation,Rocky-Rosemary  29-14H,OIL,Oil,PR,Producing,29,24,N,57,E, SE SW,310.0,S,2100.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-06-14 00:00:00,2005-11-11 00:00:00,2518.0,14755.0
25101239940000,399,"MCR, LLC",SASU  19,EOR,"Injection, EOR",IA,Active Injection,26,37,N,2,E, SE SE,705.0,S,980.0,E,H,3460,Fred & George Creek,3460,Fred & George Creek,2005-05-04 00:00:00,2005-07-10 00:00:00,3708.0,3766.0
25021211750000,664,"Denbury Onshore, LLC",Gas City Unit  22X-22H,OIL,Oil,SI,Shut In,22,14,N,55,E, SE NW,2215.0,N,2435.0,W,H,3620,Gas City,3620,Gas City,2005-09-23 00:00:00,2006-03-01 00:00:00,2500.0,13090.0
25083229690000,580,XTO Energy Inc.,Ruffatto  13X-24B,OIL,Oil,PR,Producing,24,26,N,52,E, NW SW,2222.0,S,300.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-03-30 00:00:00,2012-11-30 00:00:00,2390.0,18620.0
25085217960000,533,Oasis Petroleum North America LLC,McCracken  2758 21-10H,OIL,Oil,PR,Producing,10,27,N,58,E, SW NW,2613.0,N,155.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2011-02-28 00:00:00,2011-07-23 00:00:00,2037.0,20190.0
25083223450000,118,Enerplus Resources USA Corporation,Whiplash-Betty  4-4H,OIL,Oil,PR,Producing,4,24,N,55,E, NW NW,300.0,N,560.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-08-15 00:00:00,2005-10-21 00:00:00,2332.0,15867.0
25083227470000,5000,Burlington Resources Oil & Gas Company LP,BR  44-29H 63,OIL,Oil,PR,Producing,29,26,N,53,E, SE SE,650.0,S,450.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2008-03-24 00:00:00,2008-11-27 00:00:00,2195.0,14451.0
25085219950000,727,"Kraken Operating, LLC",Jill 26-25  #3H,OIL,Oil,PR,Producing,27,27,N,57,E, NE SE,2526.0,S,280.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-03-15 00:00:00,2018-08-20 00:00:00,1933.0,19880.0
25005237950000,105,Citation Oil & Gas Corp.,BSU  G634H,OIL,Oil,PR,Producing,34,32,N,19,E, NE SE,2138.0,S,1023.0,E,H,1100,Bowes,1100,Bowes,2011-04-01 00:00:00,2011-08-30 00:00:00,2938.0,6405.0
25083225770000,1550,Continental Resources Inc,Ardelle  2-10H,OIL,Oil,PR,Producing,10,23,N,55,E, SW SE,240.0,S,2575.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-12-04 00:00:00,2007-02-07 00:00:00,2489.0,15996.0
25083219520000,118,Enerplus Resources USA Corporation,Hopper-Keller  24-4H,OIL,Oil,PR,Producing,24,25,N,53,E, NW NW,300.0,N,400.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2002-09-09 00:00:00,2002-10-07 00:00:00,2311.0,13855.0
25083233130000,1550,Continental Resources Inc,Snow  3-13H,OIL,Oil,PR,Producing,13,23,N,54,E, NE NW,270.0,N,1343.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2014-10-06 00:00:00,2015-03-09 00:00:00,2577.0,19880.0
25083221370000,118,Enerplus Resources USA Corporation,Doright-Larson  26-16H,OIL,Oil,PR,Producing,26,25,N,54,E, SE SE,510.0,S,856.0,E,H,1900,Elm Coulee,2930,Elm Coulee,2004-03-18 00:00:00,2004-08-20 00:00:00,2393.0,13753.0
25025222570000,664,"Denbury Onshore, LLC",Unit  14-05BH,OIL,Oil,SI,Shut In,5,7,N,60,E, SW SW,350.0,S,435.0,W,H,6680,Pennel,6680,Pennel,2003-09-09 00:00:00,2004-03-01 00:00:00,2999.0,15350.0
25083232720000,404,Whiting Oil and Gas Corporation,Young  31-1-3H,OIL,Oil,PR,Producing,1,24,N,59,E, NW NE,265.0,N,1909.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-07-07 00:00:00,2014-11-25 00:00:00,2165.0,21780.0
25083225730000,118,Enerplus Resources USA Corporation,Peanut East-Myrl  13-4H,OIL,Oil,PR,Producing,13,24,N,57,E, NW NW,280.0,N,550.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-11-27 00:00:00,2007-06-14 00:00:00,2437.0,14852.0
25083224640000,118,Enerplus Resources USA Corporation,Snydley-James  7-16HID,OIL,Oil,PR,Producing,7,24,N,55,E, SE SE,200.0,S,500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-04 00:00:00,2006-08-11 00:00:00,2464.0,14381.0
